age,workclass,fnlwgt,education,education-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country,income
33,Private,214288,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,1848,48,United-States,>50K.
33,Local-gov,237298,Some-college,10,Divorced,Adm-clerical,Unmarried,Black,Female,0,0,40,United-States,<=50K.
36,State-gov,47072,HS-grad,9,Widowed,Other-service,Unmarried,White,Female,0,0,8,United-States,<=50K.
53,Private,350131,Bachelors,13,Married-civ-spouse,Prof-specialty,Wife,White,Female,0,0,48,United-States,>50K.
27,Private,430672,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,55,United-States,<=50K.
48,Self-emp-not-inc,76855,Some-college,10,Divorced,Transport-moving,Unmarried,White,Female,0,0,53,United-States,<=50K.
76,Local-gov,224058,10th,6,Divorced,Transport-moving,Not-in-family,Black,Male,0,0,20,United-States,<=50K.
23,Private,232799,HS-grad,9,Never-married,Other-service,Not-in-family,Black,Female,2977,0,55,United-States,<=50K.
29,Private,174163,Masters,14,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,40,United-States,<=50K.
28,Private,145284,Some-college,10,Never-married,Adm-clerical,Not-in-family,White,Male,0,0,40,United-States,<=50K.
33,Private,124161,HS-grad,9,Divorced,Craft-repair,Not-in-family,White,Male,0,0,50,United-States,<=50K.
48,Private,105357,HS-grad,9,Never-married,Sales,Unmarried,White,Female,0,0,40,United-States,<=50K.
30,Private,99928,Bachelors,13,Never-married,Sales,Not-in-family,White,Female,0,0,40,United-States,<=50K.
58,Self-emp-inc,179781,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,0,0,70,United-States,>50K.
39,Self-emp-not-inc,87076,HS-grad,9,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,45,United-States,>50K.
26,Local-gov,176756,HS-grad,9,Married-civ-spouse,Tech-support,Husband,White,Male,0,0,75,United-States,>50K.
36,Private,195148,Bachelors,13,Never-married,Exec-managerial,Own-child,White,Male,0,0,40,United-States,<=50K.
42,Private,143208,7th-8th,4,Divorced,Other-service,Unmarried,White,Female,0,0,40,,<=50K.
47,Private,27624,HS-grad,9,Never-married,Sales,Not-in-family,White,Female,0,0,65,United-States,>50K.
31,Private,385959,Bachelors,13,Never-married,Adm-clerical,Not-in-family,White,Male,0,0,50,United-States,<=50K.
62,Local-gov,242341,Some-college,10,Divorced,Prof-specialty,Not-in-family,Amer-Indian-Eskimo,Male,0,0,40,United-States,<=50K.
57,Private,56080,HS-grad,9,Married-civ-spouse,Other-service,Husband,White,Male,0,0,60,United-States,<=50K.
42,Private,147110,Bachelors,13,Married-civ-spouse,Other-service,Husband,White,Male,0,0,40,United-States,<=50K.
32,Private,228873,11th,7,Married-civ-spouse,Transport-moving,Husband,White,Male,7298,0,60,United-States,>50K.
40,Private,305348,9th,5,Never-married,Craft-repair,Other-relative,Black,Male,0,0,40,United-States,<=50K.
50,Federal-gov,189831,HS-grad,9,Married-civ-spouse,Tech-support,Husband,White,Male,7298,0,50,United-States,>50K.
45,Private,247379,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,50,United-States,<=50K.
38,Federal-gov,198841,Some-college,10,Separated,Handlers-cleaners,Not-in-family,White,Male,0,0,40,United-States,<=50K.
31,Private,203488,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,0,0,44,United-States,>50K.
31,Private,141118,HS-grad,9,Separated,Other-service,Unmarried,White,Female,0,0,24,United-States,<=50K.
49,Self-emp-not-inc,155862,HS-grad,9,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,50,United-States,>50K.
55,Private,174353,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,35,United-States,<=50K.
41,Private,125461,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,60,United-States,>50K.
19,Private,234406,12th,8,Never-married,Sales,Own-child,White,Female,0,0,30,United-States,<=50K.
41,State-gov,114537,HS-grad,9,Separated,Handlers-cleaners,Unmarried,White,Male,0,0,40,United-States,<=50K.
40,Private,68111,HS-grad,9,Divorced,Craft-repair,Not-in-family,White,Male,0,0,45,United-States,<=50K.
21,Private,479296,HS-grad,9,Never-married,Other-service,Other-relative,White,Male,0,0,40,United-States,<=50K.
17,Private,355559,12th,8,Never-married,Prof-specialty,Own-child,White,Male,0,0,18,United-States,<=50K.
50,Private,30827,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,0,0,45,United-States,>50K.
39,Private,112264,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K.
51,Private,93690,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,>50K.
48,Local-gov,283037,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,<=50K.
27,Private,312485,HS-grad,9,Never-married,Handlers-cleaners,Own-child,White,Male,0,0,32,United-States,<=50K.
26,Private,195693,HS-grad,9,Never-married,Adm-clerical,Unmarried,Black,Female,0,0,40,Jamaica,<=50K.
22,State-gov,160369,Some-college,10,Never-married,Other-service,Own-child,Black,Male,0,0,20,United-States,<=50K.
29,Private,303440,Assoc-voc,11,Never-married,Exec-managerial,Not-in-family,White,Female,0,0,40,United-States,<=50K.
44,Private,263871,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K.
58,Private,143266,HS-grad,9,Married-civ-spouse,Other-service,Husband,White,Male,0,0,40,United-States,<=50K.
34,Private,257128,HS-grad,9,Divorced,Craft-repair,Not-in-family,White,Male,0,0,40,United-States,<=50K.
35,Private,272742,HS-grad,9,Divorced,Sales,Not-in-family,White,Male,27828,0,60,United-States,>50K.
41,Local-gov,223410,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,7688,0,40,United-States,>50K.
44,Local-gov,282069,Assoc-voc,11,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,40,United-States,<=50K.
28,Local-gov,299249,HS-grad,9,Divorced,Protective-serv,Not-in-family,White,Female,0,0,40,United-States,<=50K.
51,Self-emp-not-inc,73493,Some-college,10,Separated,Exec-managerial,Not-in-family,White,Female,0,0,60,United-States,<=50K.
25,Private,80220,12th,8,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,40,United-States,<=50K.
23,Private,423453,HS-grad,9,Never-married,Sales,Own-child,Black,Female,0,0,16,United-States,<=50K.
35,Private,167482,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,60,United-States,<=50K.
32,Private,26543,Some-college,10,Separated,Prof-specialty,Not-in-family,White,Male,0,2231,40,United-States,>50K.
46,State-gov,87018,Bachelors,13,Never-married,Exec-managerial,Unmarried,White,Female,0,0,40,United-States,<=50K.
22,Private,293324,HS-grad,9,Never-married,Exec-managerial,Not-in-family,White,Male,0,0,40,United-States,<=50K.
47,Private,96798,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,>50K.
44,Private,238188,Assoc-acdm,12,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,United-States,<=50K.
18,Private,416541,9th,5,Never-married,Handlers-cleaners,Own-child,White,Male,0,0,16,United-States,<=50K.
50,Private,378581,12th,8,Never-married,Protective-serv,Other-relative,Black,Male,0,0,40,United-States,<=50K.
47,Private,182054,HS-grad,9,Never-married,Machine-op-inspct,Not-in-family,White,Male,0,0,40,United-States,<=50K.
64,Local-gov,189634,Some-college,10,Widowed,Exec-managerial,Not-in-family,White,Male,0,0,50,United-States,<=50K.
25,Local-gov,170070,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,50,United-States,>50K.
26,Private,152452,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K.
49,Private,558752,Some-college,10,Divorced,Adm-clerical,Not-in-family,White,Female,3674,0,40,United-States,<=50K.
28,Private,153813,Some-college,10,Never-married,Exec-managerial,Unmarried,White,Female,0,0,38,United-States,<=50K.
54,Private,81859,HS-grad,9,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,40,United-States,>50K.
46,Private,334421,Bachelors,13,Divorced,Sales,Unmarried,Asian-Pac-Islander,Female,0,0,40,China,<=50K.
54,Local-gov,108739,11th,7,Widowed,Protective-serv,Unmarried,Black,Female,0,0,40,United-States,<=50K.
49,Private,116927,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,0,0,60,United-States,<=50K.
18,Private,347829,11th,7,Never-married,Other-service,Own-child,White,Female,0,0,4,United-States,<=50K.
37,Self-emp-inc,347189,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,55,United-States,>50K.
42,Private,201520,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,50,United-States,<=50K.
48,Private,175662,HS-grad,9,Widowed,Adm-clerical,Unmarried,White,Female,0,0,24,United-States,<=50K.
77,Self-emp-not-inc,161552,Preschool,1,Widowed,Exec-managerial,Not-in-family,White,Female,0,0,60,United-States,<=50K.
26,Private,311743,HS-grad,9,Separated,Other-service,Unmarried,White,Female,0,0,39,United-States,<=50K.
25,Private,201481,Bachelors,13,Never-married,Exec-managerial,Not-in-family,White,Female,0,0,40,United-States,<=50K.
27,Private,154210,Assoc-acdm,12,Married-civ-spouse,Transport-moving,Husband,Asian-Pac-Islander,Male,0,0,40,,<=50K.
51,Self-emp-inc,254230,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,1977,58,United-States,>50K.
36,Local-gov,254202,Prof-school,15,Divorced,Prof-specialty,Unmarried,White,Female,0,0,24,Germany,<=50K.
33,Private,44623,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,45,United-States,<=50K.
22,,199005,Assoc-acdm,12,Never-married,,Own-child,White,Male,0,0,40,United-States,<=50K.
37,Private,118577,HS-grad,9,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,25,United-States,>50K.
23,Private,196508,Some-college,10,Never-married,Adm-clerical,Own-child,Black,Female,0,0,24,United-States,<=50K.
26,Private,40915,Bachelors,13,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States,<=50K.
37,Private,143774,HS-grad,9,Divorced,Exec-managerial,Unmarried,White,Female,0,0,50,United-States,<=50K.
22,Private,173004,HS-grad,9,Never-married,Machine-op-inspct,Other-relative,Black,Male,0,0,1,United-States,<=50K.
53,Private,171058,Some-college,10,Divorced,Handlers-cleaners,Unmarried,White,Female,0,0,40,United-States,<=50K.
40,Private,335400,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,Dominican-Republic,<=50K.
30,Local-gov,263650,Bachelors,13,Never-married,Sales,Unmarried,Black,Female,0,0,17,United-States,<=50K.
46,Private,165402,HS-grad,9,Married-civ-spouse,Craft-repair,Wife,White,Female,5178,0,40,United-States,>50K.
20,Private,273147,HS-grad,9,Never-married,Machine-op-inspct,Own-child,Black,Male,0,0,40,United-States,<=50K.
18,Private,113814,HS-grad,9,Never-married,Farming-fishing,Own-child,White,Male,0,0,40,United-States,<=50K.
46,State-gov,179869,HS-grad,9,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,40,United-States,<=50K.
31,Private,150553,Assoc-acdm,12,Never-married,Tech-support,Not-in-family,Asian-Pac-Islander,Female,0,0,40,United-States,<=50K.
19,Private,134252,HS-grad,9,Never-married,Other-service,Own-child,White,Male,0,0,35,United-States,<=50K.
34,Private,183557,HS-grad,9,Separated,Adm-clerical,Not-in-family,White,Female,0,0,20,United-States,<=50K.
24,Private,196674,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,<=50K.
46,Private,203785,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,United-States,>50K.
49,Private,196707,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,45,United-States,>50K.
37,Private,190297,Bachelors,13,Married-civ-spouse,Tech-support,Husband,White,Male,0,0,45,United-States,>50K.
38,Self-emp-not-inc,374983,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,55,United-States,<=50K.
29,Private,108431,Assoc-voc,11,Married-civ-spouse,Exec-managerial,Husband,Black,Male,0,2415,40,United-States,>50K.
35,Private,122353,11th,7,Never-married,Handlers-cleaners,Other-relative,White,Male,0,0,40,United-States,<=50K.
26,Private,181772,Some-college,10,Married-civ-spouse,Tech-support,Husband,White,Male,0,0,40,United-States,<=50K.
40,Private,37848,HS-grad,9,Divorced,Prof-specialty,Unmarried,White,Female,0,0,40,United-States,<=50K.
37,Federal-gov,54595,HS-grad,9,Never-married,Adm-clerical,Unmarried,Black,Female,0,0,40,United-States,<=50K.
20,,127914,Some-college,10,Never-married,,Other-relative,White,Male,0,0,40,United-States,<=50K.
38,Private,95336,Bachelors,13,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,45,United-States,<=50K.
36,Local-gov,135786,9th,5,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,25,United-States,<=50K
30,Private,256970,Masters,14,Married-civ-spouse,Prof-specialty,Wife,White,Female,0,0,35,United-States,>50K.
29,Private,108706,Some-college,10,Married-civ-spouse,Tech-support,Wife,White,Female,0,0,40,United-States,<=50K.
40,Private,246949,HS-grad,9,Divorced,Machine-op-inspct,Own-child,White,Male,0,0,40,United-States,<=50K.
24,Private,201799,Bachelors,13,Never-married,Transport-moving,Own-child,White,Female,0,0,84,United-States,<=50K.
83,Local-gov,107338,Some-college,10,Widowed,Prof-specialty,Not-in-family,White,Male,0,0,12,United-States,<=50K.
47,Private,50092,Bachelors,13,Divorced,Exec-managerial,Unmarried,Other,Male,0,1138,40,United-States,<=50K.
28,Private,311446,HS-grad,9,Divorced,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States,<=50K.
80,,156942,1st-4th,2,Separated,,Not-in-family,Black,Male,0,0,15,United-States,<=50K.
21,Private,177504,Some-college,10,Never-married,Handlers-cleaners,Own-child,White,Male,0,0,35,United-States,<=50K.
39,Self-emp-not-inc,33001,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K.
36,Private,152307,HS-grad,9,Married-civ-spouse,Adm-clerical,Husband,White,Male,7298,0,55,United-States,>50K.
53,Private,277772,HS-grad,9,Divorced,Handlers-cleaners,Unmarried,Black,Female,0,0,40,United-States,<=50K.
29,Private,241607,HS-grad,9,Never-married,Craft-repair,Not-in-family,White,Male,2597,0,40,United-States,<=50K.
19,Private,400356,Some-college,10,Married-spouse-absent,Adm-clerical,Own-child,White,Male,0,0,40,United-States,<=50K.
47,Private,189498,HS-grad,9,Married-civ-spouse,Tech-support,Husband,White,Male,0,0,65,United-States,>50K.
27,Local-gov,183061,HS-grad,9,Never-married,Farming-fishing,Own-child,Amer-Indian-Eskimo,Male,0,0,60,United-States,<=50K.
31,Private,289228,HS-grad,9,Married-civ-spouse,Exec-managerial,Wife,White,Female,0,0,35,United-States,<=50K.
23,Private,194630,HS-grad,9,Separated,Machine-op-inspct,Own-child,White,Male,0,0,53,United-States,<=50K.
21,Private,157595,HS-grad,9,Never-married,Other-service,Not-in-family,White,Male,0,0,35,United-States,<=50K.
26,Private,102476,Some-college,10,Never-married,Other-service,Own-child,White,Male,0,0,40,United-States,<=50K.
45,Local-gov,93663,Some-college,10,Divorced,Adm-clerical,Unmarried,White,Female,0,0,35,United-States,<=50K.
45,Private,72393,HS-grad,9,Never-married,Sales,Own-child,White,Female,0,0,35,United-States,<=50K.
27,Private,53147,HS-grad,9,Never-married,Craft-repair,Not-in-family,Black,Male,0,0,40,United-States,<=50K.
57,Private,118993,9th,5,Married-civ-spouse,Transport-moving,Other-relative,White,Female,0,0,40,,<=50K.
60,Private,772919,Bachelors,13,Married-civ-spouse,Other-service,Husband,White,Male,0,0,25,United-States,<=50K.
52,Local-gov,48413,HS-grad,9,Married-civ-spouse,Other-service,Husband,White,Male,0,0,40,United-States,<=50K.
50,Private,123429,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,40,United-States,>50K.
20,Private,259788,HS-grad,9,Never-married,Handlers-cleaners,Own-child,Black,Male,0,0,40,United-States,<=50K.
54,Self-emp-not-inc,260833,Some-college,10,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,45,United-States,>50K.
20,Private,37932,HS-grad,9,Never-married,Other-service,Not-in-family,White,Male,0,0,45,United-States,<=50K.
58,Self-emp-not-inc,216948,10th,6,Separated,Sales,Other-relative,Other,Male,0,0,40,Cuba,<=50K.
27,Self-emp-inc,186733,HS-grad,9,Never-married,Exec-managerial,Not-in-family,White,Male,0,0,50,United-States,<=50K.
53,Private,231472,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,15024,0,50,United-States,>50K.
31,Local-gov,187689,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,<=50K.
53,Private,270655,12th,8,Married-civ-spouse,Tech-support,Husband,White,Male,0,0,45,United-States,>50K.
36,Private,301614,Some-college,10,Divorced,Craft-repair,Not-in-family,White,Male,0,0,45,Mexico,<=50K.
25,Private,112754,Some-college,10,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,50,United-States,<=50K.
57,Self-emp-not-inc,247337,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,0,0,72,United-States,<=50K.
42,State-gov,884434,Some-college,10,Separated,Prof-specialty,Unmarried,Black,Female,0,0,40,United-States,<=50K.
55,Private,72812,HS-grad,9,Separated,Sales,Not-in-family,White,Male,0,0,36,United-States,<=50K.
43,Self-emp-not-inc,54310,Bachelors,13,Divorced,Prof-specialty,Unmarried,White,Male,0,0,50,United-States,<=50K.
40,Private,69495,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,40,United-States,<=50K.
63,Self-emp-not-inc,22228,HS-grad,9,Married-civ-spouse,Other-service,Husband,White,Male,0,0,40,United-States,>50K.
31,State-gov,203572,HS-grad,9,Divorced,Adm-clerical,Unmarried,White,Female,0,0,30,United-States,<=50K.
36,Private,74706,10th,6,Divorced,Craft-repair,Unmarried,White,Female,0,0,40,United-States,<=50K.
59,,259673,Some-college,10,Married-civ-spouse,,Husband,Other,Male,0,0,40,Puerto-Rico,<=50K.
25,Private,127784,Some-college,10,Never-married,Sales,Unmarried,White,Female,0,0,40,United-States,<=50K.
75,Private,124660,HS-grad,9,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States,>50K.
25,,180246,Bachelors,13,Never-married,,Not-in-family,White,Male,0,1408,40,United-States,<=50K.
34,State-gov,377017,Masters,14,Never-married,Prof-specialty,Unmarried,White,Male,0,0,40,United-States,<=50K.
41,Private,144925,Some-college,10,Divorced,Craft-repair,Not-in-family,White,Male,0,0,40,United-States,<=50K.
46,Private,114120,Some-college,10,Divorced,Tech-support,Not-in-family,White,Female,0,0,38,United-States,<=50K.
36,,92440,Some-college,10,Married-civ-spouse,,Husband,White,Male,0,0,40,United-States,<=50K.
42,Self-emp-not-inc,32016,HS-grad,9,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,70,United-States,<=50K.
51,Private,165953,HS-grad,9,Separated,Handlers-cleaners,Not-in-family,Black,Male,0,0,45,United-States,<=50K.
21,Private,96061,Some-college,10,Never-married,Other-service,Own-child,White,Female,0,0,10,United-States,<=50K.
50,Private,106422,HS-grad,9,Married-civ-spouse,Sales,Wife,Black,Female,0,1485,37,United-States,>50K.
21,Private,137895,Some-college,10,Never-married,Handlers-cleaners,Own-child,White,Male,0,0,40,United-States,<=50K.
